02/1903,20.11
03/1903,19.88
04/1903,18.98
05/1903,18.95
06/1903,17.82
07/1903,16.92
08/1903,16.30
09/1903,15.65
1/1903,15.25
11/1903,15.41
12/1903,16.04
01/1904,15.86
02/1904,15.02
03/1904,15.08
04/1904,15.57
05/1904,15.53
06/1904,15.47
07/1904,16.04
08/1904,16.30
09/1904,16.74
1/1904,17.63
11/1904,18.08
12/1904,18.16
01/1905,18.46
02/1905,19.17
03/1905,19.83
04/1905,19.48
05/1905,18.63
06/1905,18.74
07/1905,19.21
08/1905,19.57
09/1905,19.74
1/1905,19.90
11/1905,19.44
12/1905,19.58
01/1906,20.13
02/1906,19.87
03/1906,19.26
04/1906,18.88
05/1906,18.05
06/1906,18.17
07/1906,18.20
08/1906,18.97
09/1906,19.20
1/1906,18.10
11/1906,18.14
12/1906,17.66
01/1907,17.22
02/1907,16.22
03/1907,14.69
04/1907,14.67
05/1907,13.79
06/1907,13.14
07/1907,13.59
08/1907,12.51
09/1907,12.33
1/1907,10.83
11/1907,10.59
12/1907,11.33
01/1908,11.90
02/1908,11.55
03/1908,11.98
04/1908,12.45
05/1908,13.08
06/1908,13.05
07/1908,13.35
08/1908,13.88
09/1908,13.70
1/1908,13.69
11/1908,14.44
12/1908,14.58
01/1909,14.76
02/1909,14.17
03/1909,14.34
04/1909,14.65
05/1909,14.95
06/1909,15.04
07/1909,15.23
08/1909,15.42
09/1909,15.25
1/1909,14.99
11/1909,14.75
12/1909,14.75
01/1910,14.55
02/1910,14.00
03/1910,14.05
04/1910,13.56
05/1910,13.57
06/1910,13.02
07/1910,12.34
08/1910,12.75
09/1910,12.94
1/1910,13.92
11/1910,14.16
12/1910,13.74
01/1911,14.05
02/1911,14.72
03/1911,14.37
04/1911,14.75
05/1911,15.05
06/1911,15.33
07/1911,15.08
08/1911,13.90
09/1911,13.00
1/1911,13.07
11/1911,13.73
12/1911,13.93
01/1912,13.79
02/1912,13.53
03/1912,13.64
04/1912,13.65
05/1912,13.65
06/1912,13.79
07/1912,13.80
08/1912,13.98
09/1912,13.93
1/1912,13.91
11/1912,13.75
12/1912,13.39
01/1913,13.15
02/1913,12.68
03/1913,12.44
04/1913,12.43
05/1913,12.22
06/1913,11.49
07/1913,11.53
08/1913,11.85
09/1913,11.84
1/1913,11.47
11/1913,11.07
12/1913,11.17
01/1914,11.64
02/1914,11.91
03/1914,11.69
04/1914,11.52
05/1914,11.48
06/1914,11.43
07/1914,10.69
08/1914,10.49
09/1914,10.50
1/1914,10.61
11/1914,10.52
12/1914,10.17
01/1915,10.36
02/1915,10.33
03/1915,10.71
04/1915,11.40
05/1915,11.03
06/1915,11.15
07/1915,11.11
08/1915,11.58
09/1915,12.01
1/1915,12.55
11/1915,12.86
12/1915,12.88
01/1916,12.54
02/1916,12.35
03/1916,12.18
04/1916,11.91
05/1916,12.03
06/1916,12.00
07/1916,11.79
08/1916,11.73
09/1916,11.94
1/1916,12.05
11/1916,12.05
12/1916,11.41
01/1917,10.99
02/1917,10.06
03/1917,10.33
04/1917,9.64
05/1917,9.14
06/1917,9.15
07/1917,9.00
08/1917,8.57
09/1917,7.95
1/1917,7.39
11/1917,6.75
12/1917,6.41
01/1918,6.64
02/1918,6.78
03/1918,6.69
04/1918,6.52
05/1918,6.58
06/1918,6.50
07/1918,6.37
08/1918,6.30
09/1918,6.15
1/1918,6.29
11/1918,6.33
12/1918,6.13
01/1919,6.10
02/1919,6.24
03/1919,6.36
04/1919,6.46
05/1919,6.83
06/1919,7.02
07/1919,7.05
08/1919,6.48
09/1919,6.56
1/1919,6.79
11/1919,6.47
12/1919,6.16
01/1920,5.99
02/1920,5.46
03/1920,5.80
04/1920,5.60
05/1920,5.19
06/1920,5.04
07/1920,5.08
08/1920,5.02
09/1920,5.30
1/1920,5.35
11/1920,5.13
12/1920,4.78
01/1921,5.12
02/1921,5.27
03/1921,5.19
04/1921,5.30
05/1921,5.61
06/1921,5.22
07/1921,5.20
08/1921,5.16
09/1921,5.38
1/1921,5.48
11/1921,5.84
12/1921,6.11
01/1922,6.29
02/1922,6.46
03/1922,6.82
04/1922,7.27
05/1922,7.59
06/1922,7.56
07/1922,7.60
08/1922,8.02
09/1922,8.27
1/1922,8.43
11/1922,8.00
12/1922,7.96
01/1923,8.15
02/1923,8.53
03/1923,8.70
04/1923,8.37
05/1923,8.00
06/1923,7.67
07/1923,7.35
08/1923,7.44
09/1923,7.46
1/1923,7.32
11/1923,7.55
12/1923,7.81
01/1924,8.07
02/1924,8.16
03/1924,8.06
04/1924,7.92
05/1924,7.90
06/1924,8.05
07/1924,8.38
08/1924,8.72
09/1924,8.58
1/1924,8.42
11/1924,8.89
12/1924,9.31
01/1925,9.69
02/1925,9.83
03/1925,9.52
04/1925,9.48
05/1925,9.73
06/1925,9.80
07/1925,9.96
08/1925,10.11
09/1925,10.36
1/1925,10.72
11/1925,10.89
12/1925,11.15
01/1926,11.34
02/1926,11.39
03/1926,10.71
04/1926,10.40
05/1926,10.58
06/1926,11.20
07/1926,11.87
08/1926,12.49
09/1926,12.69
1/1926,12.43
11/1926,12.62
12/1926,13.01
01/1927,13.19
02/1927,13.63
03/1927,14.03
04/1927,14.49
05/1927,15.00
06/1927,15.12
07/1927,15.82
08/1927,16.86
09/1927,17.82
1/1927,17.54
11/1927,18.13
12/1927,18.65
01/1928,18.81
02/1928,18.87
03/1928,19.94
04/1928,21.26
05/1928,21.83
06/1928,20.91
07/1928,21.08
08/1928,21.76
09/1928,23.00
1/1928,23.58
11/1928,25.12
12/1928,25.30
01/1929,27.08
02/1929,27.13
03/1929,27.68
04/1929,27.57
05/1929,27.70
06/1929,27.94
07/1929,29.93
08/1929,31.48
09/1929,32.56
1/1929,28.96
11/1929,21.17
12/1929,22.01
01/1930,22.31
02/1930,23.70
03/1930,24.59
04/1930,25.84
05/1930,24.31
06/1930,21.87
07/1930,21.55
08/1930,21.30
09/1930,21.07
1/1930,18.21
11/1930,16.94
12/1930,16.06
01/1931,16.71
02/1931,18.16
03/1931,18.58
04/1931,16.87
05/1931,15.40
06/1931,15.06
07/1931,15.52
08/1931,15.01
09/1931,12.82
1/1931,11.15
11/1931,11.42
12/1931,9.31
01/1932,9.31
02/1932,9.34
03/1932,9.41
04/1932,7.19
05/1932,6.39
06/1932,5.57
07/1932,5.84
08/1932,8.83
09/1932,9.76
1/1932,8.48
11/1932,8.46
12/1932,8.26
01/1933,8.73
02/1933,7.83
03/1933,7.87
04/1933,8.72
05/1933,11.25
06/1933,13.10
07/1933,13.75
08/1933,13.00
09/1933,12.92
1/1933,11.70
11/1933,12.01
12/1933,12.28
01/1934,13.03
02/1934,13.93
03/1934,13.25
04/1934,13.52
05/1934,12.18
06/1934,12.29
07/1934,11.74
08/1934,11.32
09/1934,10.91
1/1934,11.11
11/1934,11.45
12/1934,11.64
01/1935,11.50
02/1935,11.09
03/1935,10.40
04/1935,11.10
05/1935,11.99
06/1935,12.54
07/1935,13.20
08/1935,14.11
09/1935,14.42
1/1935,14.83
11/1935,16.13
12/1935,16.16
01/1936,17.09
02/1936,18.10
03/1936,18.66
04/1936,18.72
05/1936,17.75
06/1936,18.39
07/1936,19.36
08/1936,19.62
09/1936,19.86
1/1936,20.91
11/1936,21.50
12/1936,21.13
01/1937,21.62
02/1937,22.24
03/1937,22.04
04/1937,20.56
05/1937,19.47
06/1937,18.71
07/1937,19.65
08/1937,19.81
09/1937,16.85
1/1937,14.36
11/1937,13.16
12/1937,13.01
01/1938,13.51
02/1938,13.26
03/1938,12.38
04/1938,11.79
05/1938,11.99
06/1938,12.29
07/1938,14.77
08/1938,14.90
09/1938,14.28
1/1938,16.06
11/1938,16.15
12/1938,15.76
01/1939,15.60
02/1939,15.66
03/1939,15.73
04/1939,13.92
05/1939,14.50
06/1939,14.83
07/1939,15.27
08/1939,15.12
09/1939,16.45
1/1939,16.82
11/1939,16.60
12/1939,16.28
01/1940,16.38
02/1940,16.22
03/1940,16.17
04/1940,16.37
05/1940,14.14
06/1940,12.84
07/1940,13.37
08/1940,13.65
09/1940,14.21
1/1940,14.33
11/1940,14.64
12/1940,13.91
01/1941,13.90
02/1941,13.00
03/1941,12.96
04/1941,12.43
05/1941,12.04
06/1941,12.16
07/1941,12.74
08/1941,12.46
09/1941,12.28
1/1941,11.58
11/1941,10.91
12/1941,10.09
01/1942,10.10
02/1942,9.68
03/1942,9.00
04/1942,8.54
05/1942,8.51
06/1942,8.91
07/1942,9.15
08/1942,9.01
09/1942,9.08
1/1942,9.60
11/1942,9.66
12/1942,9.62
01/1943,10.15
02/1943,10.71
03/1943,10.85
04/1943,11.04
05/1943,11.36
06/1943,11.52
07/1943,11.77
08/1943,11.21
09/1943,11.34
1/1943,11.19
11/1943,10.63
12/1943,10.74
01/1944,11.05
02/1944,10.95
03/1944,11.22
04/1944,10.94
05/1944,11.10
06/1944,11.53
07/1944,11.74
08/1944,11.54
09/1944,11.33
1/1944,11.58
11/1944,11.48
12/1944,11.64
01/1945,11.96
02/1945,12.34
03/1945,12.32
04/1945,12.63
05/1945,13.04
06/1945,13.13
07/1945,12.87
08/1945,12.92
09/1945,13.80
1/1945,14.37
11/1945,14.85
12/1945,15.02
01/1946,15.62
02/1946,15.76
03/1946,15.13
04/1946,16.04
05/1946,16.01
06/1946,15.77
07/1946,14.51
08/1946,13.98
09/1946,11.84
1/1946,11.39
11/1946,11.11
12/1946,11.37
01/1947,11.47
02/1947,11.95
03/1947,11.29
04/1947,10.90
05/1947,10.73
06/1947,11.08
07/1947,11.70
08/1947,11.34
09/1947,10.83
1/1947,11.13
11/1947,10.98
12/1947,10.68
01/1948,10.42
02/1948,10.00
03/1948,10.19
04/1948,10.78
05/1948,11.24
06/1948,11.58
07/1948,11.13
08/1948,10.72
09/1948,10.55
1/1948,10.83
11/1948,10.25
12/1948,10.16
01/1949,10.25
02/1949,9.87
03/1949,9.90
04/1949,9.78
05/1949,9.69
06/1949,9.07
07/1949,9.61
08/1949,9.85
09/1949,9.88
1/1949,10.17
11/1949,10.22
12/1949,10.53
01/1950,10.75
02/1950,10.91
03/1950,10.91
04/1950,11.18
05/1950,11.46
06/1950,11.55
07/1950,10.54
08/1950,11.04
09/1950,11.34
1/1950,11.66
11/1950,11.54
12/1950,11.31
01/1951,11.90
02/1951,12.14
03/1951,11.84
04/1951,11.95
05/1951,11.86
06/1951,11.62
07/1951,11.78
08/1951,12.26
09/1951,12.44
1/1951,12.31
11/1951,11.85
12/1951,12.15
01/1952,12.53
02/1952,12.36
03/1952,12.36
04/1952,12.24
05/1952,12.20
06/1952,12.45
07/1952,12.67
08/1952,12.68
09/1952,12.43
1/1952,12.13
11/1952,12.47
12/1952,12.93
01/1953,13.01
02/1953,12.86
03/1953,12.83
04/1953,12.16
05/1953,12.14
06/1953,11.62
07/1953,11.75
08/1953,11.72
09/1953,11.14
1/1953,11.39
11/1953,11.64
12/1953,11.75
01/1954,12.00
02/1954,12.22
03/1954,12.42
04/1954,12.91
05/1954,13.31
06/1954,13.36
07/1954,13.83
08/1954,14.04
09/1954,14.36
1/1954,14.62
11/1954,15.12
12/1954,15.79
01/1955,15.99
02/1955,16.44
03/1955,16.22
04/1955,16.69
05/1955,16.52
06/1955,17.37
07/1955,18.45
08/1955,18.22
09/1955,18.84
1/1955,17.77
11/1955,18.84
12/1955,18.94
01/1956,18.29
02/1956,18.27
03/1956,19.37
04/1956,19.37
05/1956,18.54
06/1956,18.16
07/1956,18.86
08/1956,18.67
09/1956,17.84
1/1956,17.42
11/1956,17.12
12/1956,17.20
01/1957,16.72
02/1957,15.84
03/1957,15.90
04/1957,16.12
05/1957,16.60
06/1957,16.73
07/1957,16.87
08/1957,15.87
09/1957,15.16
1/1957,14.15
11/1957,13.74
12/1957,13.67
01/1958,13.79
02/1958,13.78
03/1958,13.93
04/1958,13.91
05/1958,14.32
06/1958,14.64
07/1958,14.96
08/1958,15.54
09/1958,15.93
1/1958,16.56
11/1958,16.99
12/1958,17.36
01/1959,17.98
02/1959,17.76
03/1959,18.20
04/1959,18.43
05/1959,18.69
06/1959,18.45
07/1959,19.09
08/1959,18.96
09/1959,18.12
1/1959,18.02
11/1959,18.07
12/1959,18.62
01/1960,18.34
02/1960,17.55
03/1960,17.29
04/1960,17.43
05/1960,17.26
06/1960,17.82
07/1960,17.38
08/1960,17.58
09/1960,17.05
1/1960,16.61
11/1960,17.15
12/1960,17.56
01/1961,18.47
02/1961,19.23
03/1961,19.84
04/1961,20.38
05/1961,20.60
06/1961,20.33
07/1961,20.15
08/1961,20.94
09/1961,20.71
1/1961,20.92
11/1961,21.86
12/1961,22.04
01/1962,21.20
02/1962,21.45
03/1962,21.44
04/1962,20.66
05/1962,19.09
06/1962,16.83
07/1962,17.14
08/1962,17.57
09/1962,17.32
1/1962,16.74
11/1962,17.85
12/1962,18.59
01/1963,19.26
02/1963,19.47
03/1963,19.29
04/1963,20.15
05/1963,20.51
06/1963,20.38
07/1963,19.97
08/1963,20.47
09/1963,20.96
1/1963,20.89
11/1963,20.72
12/1963,21.04
01/1964,21.63
02/1964,21.83
03/1964,22.17
04/1964,22.42
05/1964,22.57
06/1964,22.30
07/1964,22.98
08/1964,22.65
09/1964,22.89
1/1964,23.21
11/1964,23.23
12/1964,22.75
01/1965,23.27
02/1965,23.37
03/1965,23.25
04/1965,23.42
05/1965,23.71
06/1965,22.39
07/1965,22.30
08/1965,22.67
09/1965,23.37
1/1965,23.78
11/1965,23.93
12/1965,23.69
01/1966,24.06
02/1966,23.70
03/1966,22.61
04/1966,23.11
05/1966,21.85
06/1966,21.56
07/1966,21.38
08/1966,19.91
09/1966,19.16
1/1966,18.83
11/1966,19.71
12/1966,19.74
01/1967,20.43
02/1967,21.07
03/1967,21.44
04/1967,21.69
05/1967,21.95
06/1967,21.55
07/1967,21.80
08/1967,22.03
09/1967,22.22
1/1967,22.07
11/1967,21.26
12/1967,21.75
01/1968,21.51
02/1968,20.42
03/1968,19.93
04/1968,21.28
05/1968,21.63
06/1968,22.00
07/1968,21.75
08/1968,21.14
09/1968,21.68
1/1968,22.00
11/1968,22.20
12/1968,22.28
01/1969,21.19
02/1969,20.90
03/1969,20.20
04/1969,20.43
05/1969,20.97
06/1969,19.71
07/1969,18.68
08/1969,18.43
09/1969,18.40
1/1969,18.45
11/1969,18.44
12/1969,17.33
01/1970,17.09
02/1970,16.37
03/1970,16.53
04/1970,15.87
05/1970,13.98
06/1970,13.80
07/1970,13.73
08/1970,14.10
09/1970,14.84
1/1970,15.06
11/1970,14.95
12/1970,15.87
01/1971,16.46
02/1971,17.03
03/1971,17.40
04/1971,17.92
05/1971,17.56
06/1971,17.08
07/1971,16.89
08/1971,16.52
09/1971,16.86
1/1971,16.43
11/1971,15.64
12/1971,16.60
01/1972,17.26
02/1972,17.46
03/1972,17.81
04/1972,17.92
05/1972,17.66
06/1972,17.64
07/1972,17.40
08/1972,17.94
09/1972,17.61
1/1972,17.53
11/1972,18.34
12/1972,18.65
01/1973,18.71
02/1973,17.89
03/1973,17.41
04/1973,16.94
05/1973,16.31
06/1973,15.81
07/1973,15.89
08/1973,15.28
09/1973,15.48
1/1973,15.91
11/1973,14.65
12/1973,13.49
01/1974,13.53
02/1974,12.96
03/1974,13.31
04/1974,12.55
05/1974,12.00
06/1974,11.89
07/1974,10.39
08/1974,9.82
09/1974,8.68
1/1974,8.74
11/1974,8.95
12/1974,8.29
01/1975,8.92
02/1975,9.76
03/1975,10.16
04/1975,10.23
05/1975,10.82
06/1975,11.01
07/1975,10.90
08/1975,10.09
09/1975,9.92
1/1975,10.33
11/1975,10.44
12/1975,10.25
01/1976,11.19
02/1976,11.59
03/1976,11.63
04/1976,11.69
05/1976,11.53
06/1976,11.54
07/1976,11.76
08/1976,11.60
09/1976,11.81
1/1976,11.35
11/1976,11.25
12/1976,11.60
01/1977,11.44
02/1977,11.01
03/1977,10.90
04/1977,10.64
05/1977,10.55
06/1977,10.53
07/1977,10.57
08/1977,10.27
09/1977,10.07
1/1977,9.77
11/1977,9.77
12/1977,9.68
01/1978,9.24
02/1978,9.05
03/1978,8.95
04/1978,9.26
05/1978,9.63
06/1978,9.55
07/1978,9.43
08/1978,10.02
09/1978,9.94
1/1978,9.53
11/1978,8.93
12/1978,9.01
01/1979,9.26
02/1979,9.00
03/1979,9.07
04/1979,9.13
05/1979,8.79
06/1979,8.85
07/1979,8.83
08/1979,9.13
09/1979,9.11
1/1979,8.68
11/1979,8.52
12/1979,8.75
01/1980,8.85
02/1980,9.05
03/1980,8.08
04/1980,7.84
05/1980,8.10
06/1980,8.51
07/1980,8.88
08/1980,9.07
09/1980,9.20
1/1980,9.36
11/1980,9.65
12/1980,9.39
01/1981,9.26
02/1981,8.83
03/1981,9.08
04/1981,9.09
05/1981,8.82
06/1981,8.77
07/1981,8.45
08/1981,8.40
09/1981,7.58
1/1981,7.65
11/1981,7.81
12/1981,7.83
01/1982,7.39
02/1982,7.18
03/1982,6.95
04/1982,7.26
05/1982,7.19
06/1982,6.69
07/1982,6.64
08/1982,6.64
09/1982,7.40
1/1982,8.00
11/1982,8.35
12/1982,8.47
01/1983,8.76
02/1983,8.91
03/1983,9.23
04/1983,9.53
05/1983,9.87
06/1983,10.00
07/1983,10.01
08/1983,9.73
09/1983,9.98
1/1983,10.00
11/1983,9.85
12/1983,9.82
01/1984,9.89
02/1984,9.32
03/1984,9.33
04/1984,9.31
05/1984,9.23
06/1984,9.01
07/1984,8.87
08/1984,9.62
09/1984,9.69
1/1984,9.60
11/1984,9.69
12/1984,9.60
01/1985,10.00
02/1985,10.49
03/1985,10.37
04/1985,10.40
05/1985,10.61
06/1985,10.81
07/1985,11.00
08/1985,10.74
09/1985,10.47
1/1985,10.55
11/1985,11.16
12/1985,11.69
01/1986,11.72
02/1986,12.39
03/1986,13.19
04/1986,13.55
05/1986,13.56
06/1986,13.89
07/1986,13.62
08/1986,13.89
09/1986,13.47
1/1986,13.43
11/1986,13.87
12/1986,14.09
01/1987,14.92
02/1987,15.82
03/1987,16.43
04/1987,16.20
05/1987,16.16
06/1987,16.83
07/1987,17.31
08/1987,18.33
09/1987,17.68
1/1987,15.53
11/1987,13.59
12/1987,13.39
01/1988,13.90
02/1988,14.30
03/1988,14.67
04/1988,14.43
05/1988,14.03
06/1988,14.77
07/1988,14.61
08/1988,14.24
09/1988,14.37
1/1988,14.81
11/1988,14.45
12/1988,14.70
01/1989,15.09
02/1989,15.47
03/1989,15.30
04/1989,15.69
05/1989,16.19
06/1989,16.64
07/1989,17.01
08/1989,17.73
09/1989,17.71
1/1989,17.64
11/1989,17.24
12/1989,17.65
01/1990,17.05
02/1990,16.51
03/1990,16.83
04/1990,16.81
05/1990,17.39
06/1990,17.82
07/1990,17.75
08/1990,16.17
09/1990,15.30
1/1990,14.82
11/1990,15.19
12/1990,15.85
01/1991,15.61
02/1991,17.35
03/1991,17.82
04/1991,18.16
05/1991,18.04
06/1991,18.02
07/1991,18.10
08/1991,18.51
09/1991,18.36
1/1991,18.35
11/1991,18.29
12/1991,18.44
01/1992,19.77
02/1992,19.58
03/1992,19.28
04/1992,19.30
05/1992,19.66
06/1992,19.32
07/1992,19.62
08/1992,19.72
09/1992,19.71
1/1992,19.37
11/1992,19.83
12/1992,20.45
01/1993,20.32
02/1993,20.55
03/1993,20.86
04/1993,20.46
05/1993,20.52
06/1993,20.61
07/1993,20.57
08/1993,20.81
09/1993,20.99
1/1993,21.11
11/1993,21.04
12/1993,21.17
01/1994,21.41
02/1994,21.26
03/1994,20.83
04/1994,20.06
05/1994,20.20
06/1994,20.29
07/1994,20.07
08/1994,20.54
09/1994,20.58
1/1994,20.40
11/1994,20.21
12/1994,19.91
01/1995,20.22
02/1995,20.80
03/1995,21.15
04/1995,21.64
05/1995,22.20
06/1995,22.72
07/1995,23.38
08/1995,23.28
09/1995,23.95
1/1995,23.93
11/1995,24.35
12/1995,25.03
01/1996,24.76
02/1996,25.98
03/1996,25.63
04/1996,25.43
05/1996,25.81
06/1996,25.97
07/1996,24.86
08/1996,25.41
09/1996,25.68
1/1996,26.48
11/1996,27.59
12/1996,27.72
01/1997,28.33
02/1997,29.27
03/1997,28.80
04/1997,27.59
05/1997,29.93
06/1997,31.26
07/1997,32.77
08/1997,32.59
09/1997,32.67
1/1997,32.90
11/1997,32.34
12/1997,33.03
01/1998,32.86
02/1998,34.71
03/1998,36.30
04/1998,37.28
05/1998,36.96
06/1998,36.80
07/1998,38.26
08/1998,35.42
09/1998,33.53
1/1998,33.77
11/1998,37.37
12/1998,38.82
01/1999,40.58
02/1999,40.40
03/1999,41.36
04/1999,42.71
05/1999,42.56
06/1999,42.18
07/1999,43.83
08/1999,41.93
09/1999,41.32
1/1999,40.55
11/1999,43.21
12/1999,44.20
01/2000,43.77
02/2000,42.19
03/2000,43.22
04/2000,43.53
05/2000,41.97
06/2000,42.78
07/2000,42.76
08/2000,42.87
09/2000,41.90
1/2000,39.37
11/2000,38.78
12/2000,37.28
01/2001,36.98
02/2001,35.84
03/2001,32.33
04/2001,32.17
05/2001,34.08
06/2001,33.07
07/2001,32.16
08/2001,31.40
09/2001,27.67
1/2001,28.58
11/2001,30.01
12/2001,30.50
01/2002,30.28
02/2002,29.09
03/2002,30.29
04/2002,29.01
05/2002,28.13
06/2002,26.39
07/2002,23.46
08/2002,23.59
09/2002,22.36
1/2002,21.95
11/2002,23.34
12/2002,23.10
01/2003,22.89
02/2003,21.21
03/2003,21.31
04/2003,22.42
05/2003,23.59
06/2003,24.83
07/2003,24.86
08/2003,24.64
09/2003,25.24
1/2003,25.68
11/2003,25.94
12/2003,26.63
01/2004,27.65
02/2004,27.65
03/2004,26.88
04/2004,26.90
05/2004,25.90
06/2004,26.40
07/2004,25.69
08/2004,25.17
09/2004,25.66
1/2004,25.41
11/2004,26.46
12/2004,27.14
01/2005,26.58
02/2005,26.74
03/2005,26.33
04/2005,25.40
05/2005,25.64
06/2005,26.06
07/2005,26.28
08/2005,26.10
09/2005,25.72
1/2005,24.87
11/2005,25.92
12/2005,26.43
01/2006,26.46
02/2006,26.24
03/2006,26.32
04/2006,26.14
05/2006,25.64
06/2006,24.74
07/2006,24.69
08/2006,25.04
09/2006,25.63
1/2006,26.53
11/2006,26.92
12/2006,27.27
01/2007,27.20
02/2007,27.31
03/2007,26.22
04/2007,26.97
05/2007,27.54
06/2007,27.41
07/2007,27.40
08/2007,26.14
09/2007,26.72
1/2007,27.31
11/2007,25.72
12/2007,25.95
01/2008,24.01
02/2008,23.49
03/2008,22.60
04/2008,23.35
05/2008,23.69
06/2008,22.41
07/2008,20.90
08/2008,21.39
09/2008,20.36
1/2008,16.38
11/2008,15.25
12/2008,15.37
01/2009,15.17
02/2009,14.12
03/2009,13.32
04/2009,14.98
05/2009,15.99
06/2009,16.38
07/2009,16.69
08/2009,18.09
09/2009,18.83
1/2009,19.35
11/2009,19.81
12/2009,20.32
01/2010,20.52
02/2010,19.91
03/2010,21.00
04/2010,21.80
05/2010,20.47
06/2010,19.73
07/2010,19.66
